Date,Month,year,Category,Amount,Transaction Description,Payment mode,Type
24-09-2023,Sep,2023,Utilities,1157,Many themselves minute.,card,Expense
28-09-2023,Sep,2023,Investment,1560,Indicate radio use.,card,Income
29-09-2023,Sep,2023,Shopping,813,Information scene again country.,card,Expense
03-10-2023,Oct,2023,Shopping,19,Strong mind from.,card,Expense
04-10-2023,Oct,2023,Health & Fitness,1901,Pretty skin main program.,card,Expense
04-10-2023,Oct,2023,Entertainment,46,Knowledge fight car smile commercial.,card,Expense
05-10-2023,Oct,2023,Investment,2353,Machine wife show.,card,Income
06-10-2023,Oct,2023,Health & Fitness,631,Good lay coach.,card,Expense
08-10-2023,Oct,2023,Other,1868,Expect win stuff realize project.,card,Income
08-10-2023,Oct,2023,Investment,2942,Draw american first.,card,Income
08-10-2023,Oct,2023,Salary,1458,Employee continue none alone.,card,Expense
09-10-2023,Oct,2023,Health & Fitness,873,Challenge large wish move.,card,Expense
09-10-2023,Oct,2023,Utilities,692,Identify material.,card,Expense
11-10-2023,Oct,2023,Health & Fitness,1503,Until choose wife national.,card,Expense
13-10-2023,Oct,2023,Other,656,Positive far time wide.,card,Income
14-10-2023,Oct,2023,Utilities,430,Son rock two.,card,Expense
14-10-2023,Oct,2023,Investment,1508,Rule too.,card,Income
15-10-2023,Oct,2023,Food & Drink,757,Bring agent pay detail group.,card,Expense
15-10-2023,Oct,2023,Food & Drink,1192,Part crime.,card,Expense
16-10-2023,Oct,2023,Investment,661,Sit short cultural.,card,Income
17-10-2023,Oct,2023,Investment,3914,Support quality whatever wish hour.,card,Income
17-10-2023,Oct,2023,Rent,1099,Owner memory argue project.,card,Expense
27-10-2023,Oct,2023,Utilities,419,Respond into history.,card,Expense
27-10-2023,Oct,2023,Food & Drink,609,General final knowledge.,card,Expense
29-10-2023,Oct,2023,Travel,1249,Democratic thousand.,card,Expense
30-10-2023,Oct,2023,Shopping,1663,Eye south wife interest.,card,Expense
30-10-2023,Oct,2023,Investment,2815,Structure our century.,card,Income
04-11-2023,Nov,2023,Investment,4577,Write moment friend value.,card,Income
05-11-2023,Nov,2023,Investment,2654,According police.,net banking,Income
08-11-2023,Nov,2023,Entertainment,722,Company left nothing trip.,net banking,Expense
08-11-2023,Nov,2023,Utilities,88,Strategy face make.,net banking,Expense
08-11-2023,Nov,2023,Entertainment,1380,Fight nice less agree able.,net banking,Expense
09-11-2023,Nov,2023,Entertainment,15,What strong line.,net banking,Expense
09-11-2023,Nov,2023,Rent,1672,Conference trade population agreement.,card,Expense
11-11-2023,Nov,2023,Utilities,1899,Yes at seat ok.,card,Expense
11-11-2023,Nov,2023,Rent,1450,Than physical live reason.,card,Expense
13-11-2023,Nov,2023,Other,2393,Mention offer suddenly clear.,card,Income
14-11-2023,Nov,2023,Travel,536,Floor there career.,card,Expense
14-11-2023,Nov,2023,Investment,823,Evening information.,card,Income
15-11-2023,Nov,2023,Health & Fitness,1605,Face morning.,card,Expense
17-11-2023,Nov,2023,Rent,199,Create physical share out cold.,card,Expense
18-11-2023,Nov,2023,Food & Drink,29,Step rate feeling rate.,card,Expense
21-11-2023,Nov,2023,Investment,3192,Move goal.,card,Income
21-11-2023,Nov,2023,Salary,1911,Carry example.,card,Expense
22-11-2023,Nov,2023,Rent,752,Future treat bill choice.,card,Expense
23-11-2023,Nov,2023,Rent,808,Somebody next ready.,card,Expense
23-11-2023,Nov,2023,Travel,1673,Republican reduce sort individual trouble.,card,Expense
26-11-2023,Nov,2023,Salary,1602,Type look find.,card,Expense
26-11-2023,Nov,2023,Utilities,235,Stage threat our.,card,Expense
26-11-2023,Nov,2023,Food & Drink,1963,Report agreement sport.,card,Expense
26-11-2023,Nov,2023,Rent,838,Task central dinner.,card,Expense
27-11-2023,Nov,2023,Salary,371,Candidate bad real.,card,Expense
27-11-2023,Nov,2023,Health & Fitness,1227,Affect machine.,card,Expense
28-11-2023,Nov,2023,Utilities,971,Cultural allow.,card,Expense
28-11-2023,Nov,2023,Shopping,887,Arrive budget education at property.,card,Expense
29-11-2023,Nov,2023,Other,601,Turn day top.,card,Income
05-12-2023,Dec,2023,Entertainment,1956,Ahead certainly second everyone.,card,Expense
05-12-2023,Dec,2023,Health & Fitness,1043,Goal talk sit party.,card,Expense
06-12-2023,Dec,2023,Rent,871,Attention standard shake more respond.,card,Expense
08-12-2023,Dec,2023,Salary,698,Top mr wind.,card,Expense
09-12-2023,Dec,2023,Shopping,306,Turn surface listen.,card,Expense
09-12-2023,Dec,2023,Food & Drink,33,Pull blue strong wonder.,card,Expense
10-12-2023,Dec,2023,Salary,1705,Method imagine seven.,card,Expense
11-12-2023,Dec,2023,Rent,1505,Letter mind many.,card,Expense
13-12-2023,Dec,2023,Health & Fitness,1941,News american foreign.,card,Expense
14-12-2023,Dec,2023,Investment,3601,Exist outside find wish.,card,Income
14-12-2023,Dec,2023,Entertainment,167,Network fact talk.,card,Expense
18-12-2023,Dec,2023,Salary,185,Thus sort.,card,Expense
20-12-2023,Dec,2023,Health & Fitness,246,Actually purpose public.,card,Expense
21-12-2023,Dec,2023,Food & Drink,214,Mission put budget house.,card,Expense
22-12-2023,Dec,2023,Food & Drink,1654,Ask window full.,card,Expense
23-12-2023,Dec,2023,Travel,1781,Do interesting material.,card,Expense
25-12-2023,Dec,2023,Salary,1901,Event smile popular hundred live.,card,Expense
26-12-2023,Dec,2023,Food & Drink,1635,Memory challenge lawyer business.,card,Expense
27-12-2023,Dec,2023,Health & Fitness,1125,Discuss wall ahead scene.,card,Expense
29-12-2023,Dec,2023,Salary,1436,Question will him quickly.,card,Expense
29-12-2023,Dec,2023,Salary,237,Perform benefit baby.,card,Expense
29-12-2023,Dec,2023,Entertainment,14,Society dark product make.,card,Expense
02-01-2024,Jan,2024,Travel,1100,Gas teacher national weight all.,card,Expense
02-01-2024,Jan,2024,Rent,101,Himself fire heavy.,card,Expense
04-01-2024,Jan,2024,Investment,3852,Allow news.,card,Income
04-01-2024,Jan,2024,Investment,2036,Man care resource.,card,Income
07-01-2024,Jan,2024,Other,2266,Notice make.,card,Income
09-01-2024,Jan,2024,Entertainment,1436,Occur live take media hot.,card,Expense
09-01-2024,Jan,2024,Other,880,Wife pay good within fly.,card,Income
10-01-2024,Jan,2024,Rent,1547,And student give score agree.,card,Expense
11-01-2024,Jan,2024,Utilities,1928,Best generation group goal.,card,Expense
11-01-2024,Jan,2024,Investment,4045,Doctor fine be.,card,Income
11-01-2024,Jan,2024,Salary,1850,Boy college mrs.,card,Expense
12-01-2024,Jan,2024,Utilities,1387,Price institution method inside.,card,Expense
13-01-2024,Jan,2024,Investment,1348,Onto worry help hope.,card,Income
14-01-2024,Jan,2024,Health & Fitness,1013,Space beyond.,card,Expense
15-01-2024,Jan,2024,Entertainment,554,Market specific property coach.,card,Expense
16-01-2024,Jan,2024,Travel,911,Wide cut player wind.,card,Expense
16-01-2024,Jan,2024,Other,4696,Degree enter father of source.,card,Income
16-01-2024,Jan,2024,Health & Fitness,1427,Behind front attack song little.,card,Expense
17-01-2024,Jan,2024,Entertainment,410,Somebody prepare few sound.,card,Expense
19-01-2024,Jan,2024,Travel,1376,Finish increase economy middle public.,card,Expense
19-01-2024,Jan,2024,Utilities,1963,Thing physical might.,card,Expense
19-01-2024,Jan,2024,Utilities,1013,Material produce station visit environmental.,card,Expense
19-01-2024,Jan,2024,Health & Fitness,1424,Table trade various risk art.,card,Expense
20-01-2024,Jan,2024,Salary,1170,Leg drive second she.,net banking,Expense
22-01-2024,Jan,2024,Shopping,1352,Five store ask data.,net banking,Expense
23-01-2024,Jan,2024,Travel,1756,Statement position either.,net banking,Expense
24-01-2024,Jan,2024,Food & Drink,1050,Draw change agree someone.,net banking,Expense
25-01-2024,Jan,2024,Investment,934,Magazine yard instead town.,net banking,Income
26-01-2024,Jan,2024,Entertainment,541,Evening ahead smile.,net banking,Expense
26-01-2024,Jan,2024,Travel,1370,Compare system white magazine after.,net banking,Expense
26-01-2024,Jan,2024,Investment,2917,Own test too imagine.,net banking,Income
27-01-2024,Jan,2024,Food & Drink,724,However style.,net banking,Expense
28-01-2024,Jan,2024,Entertainment,1487,Born same usually.,net banking,Expense
30-01-2024,Jan,2024,Entertainment,1027,Wear use edge this draw.,net banking,Expense
01-02-2024,Feb,2024,Travel,1389,Forget once hope security.,net banking,Expense
06-02-2024,Feb,2024,Other,3674,Design blood degree ever.,net banking,Income
07-02-2024,Feb,2024,Health & Fitness,1932,Television argue mouth.,net banking,Expense
07-02-2024,Feb,2024,Other,2163,Nation little east everyone.,net banking,Income
10-02-2024,Feb,2024,Salary,1662,Little happy final population.,net banking,Expense
10-02-2024,Feb,2024,Health & Fitness,1513,Real small.,net banking,Expense
10-02-2024,Feb,2024,Entertainment,1555,Need finally when.,net banking,Expense
14-02-2024,Feb,2024,Travel,903,Movement door kind.,net banking,Expense
14-02-2024,Feb,2024,Rent,382,Until truth feeling view.,net banking,Expense
15-02-2024,Feb,2024,Investment,3590,Decision three trouble.,net banking,Income
16-02-2024,Feb,2024,Other,2664,Smile ever bag single.,net banking,Income
17-02-2024,Feb,2024,Other,546,Say unit four institution.,net banking,Income
19-02-2024,Feb,2024,Utilities,89,Recognize media goal.,net banking,Expense
21-02-2024,Feb,2024,Food & Drink,1550,Law agree appear political.,net banking,Expense
21-02-2024,Feb,2024,Travel,986,Able customer figure.,net banking,Expense
21-02-2024,Feb,2024,Health & Fitness,155,Book economic.,net banking,Expense
22-02-2024,Feb,2024,Entertainment,1914,Rate society floor long same.,net banking,Expense
23-02-2024,Feb,2024,Utilities,838,Reach step son.,net banking,Expense
23-02-2024,Feb,2024,Rent,705,Increase consider.,net banking,Expense
24-02-2024,Feb,2024,Health & Fitness,669,Difference way type positive phone.,net banking,Expense
24-02-2024,Feb,2024,Salary,1993,Cup red collection husband.,net banking,Expense
25-02-2024,Feb,2024,Food & Drink,238,Employee become happy water bring.,net banking,Expense
27-02-2024,Feb,2024,Entertainment,1810,Significant up still management.,net banking,Expense
27-02-2024,Feb,2024,Entertainment,1918,Course technology site.,net banking,Expense
27-02-2024,Feb,2024,Health & Fitness,769,High issue deal democratic.,net banking,Expense
28-02-2024,Feb,2024,Rent,778,Industry impact certainly.,net banking,Expense
29-02-2024,Feb,2024,Travel,59,Dog late eat.,net banking,Expense
02-03-2024,Mar,2024,Health & Fitness,1033,Beat light the window.,net banking,Expense
03-03-2024,Mar,2024,Salary,97,Require remain save.,net banking,Expense
05-03-2024,Mar,2024,Entertainment,647,Believe arrive.,net banking,Expense
05-03-2024,Mar,2024,Investment,1871,Likely great paper.,cash,Income
06-03-2024,Mar,2024,Food & Drink,1258,Effect people.,cash,Expense
06-03-2024,Mar,2024,Entertainment,1731,Provide car throughout american.,cash,Expense
06-03-2024,Mar,2024,Rent,419,College manage fund.,cash,Expense
07-03-2024,Mar,2024,Shopping,1297,Bed report item.,cash,Expense
07-03-2024,Mar,2024,Utilities,57,Finish without.,cash,Expense
08-03-2024,Mar,2024,Food & Drink,184,Security unit executive.,cash,Expense
11-03-2024,Mar,2024,Other,1077,Stop unit might job close.,cash,Income
13-03-2024,Mar,2024,Entertainment,1823,New type pm.,cash,Expense
15-03-2024,Mar,2024,Salary,1264,Country approach.,cash,Expense
16-03-2024,Mar,2024,Food & Drink,785,Like clear.,cash,Expense
18-03-2024,Mar,2024,Investment,1018,Break time manager kid.,cash,Income
26-03-2024,Mar,2024,Food & Drink,1405,Leader both rest challenge.,cash,Expense
27-03-2024,Mar,2024,Investment,2874,Data exist.,cash,Income
28-03-2024,Mar,2024,Travel,1217,State none production defense your.,cash,Expense
29-03-2024,Mar,2024,Salary,769,Short congress turn east marriage.,cash,Expense
30-03-2024,Mar,2024,Food & Drink,953,Ago race quite hour.,cash,Expense
30-03-2024,Mar,2024,Utilities,1496,Child ball store process.,cash,Expense
03-04-2024,Apr,2024,Travel,1921,Western order accept wide prevent.,cash,Expense
04-04-2024,Apr,2024,Other,591,Water yourself trade someone.,cash,Income
06-04-2024,Apr,2024,Utilities,255,Tell soon executive.,cash,Expense
07-04-2024,Apr,2024,Other,4900,Natural own.,cash,Income
08-04-2024,Apr,2024,Rent,616,Effort drive side human.,cash,Expense
09-04-2024,Apr,2024,Health & Fitness,431,Clear single expect.,cash,Expense
09-04-2024,Apr,2024,Utilities,330,Fear song save.,cash,Expense
10-04-2024,Apr,2024,Travel,397,Capital program story mention majority.,cash,Expense
10-04-2024,Apr,2024,Investment,4996,Environmental outside bed institution.,UPI,Income
11-04-2024,Apr,2024,Rent,588,Control piece behavior message wind.,UPI,Expense
13-04-2024,Apr,2024,Investment,2117,Us money positive.,UPI,Income
16-04-2024,Apr,2024,Salary,1904,Life bad soon.,UPI,Expense
17-04-2024,Apr,2024,Entertainment,209,Worker range feel.,UPI,Expense
17-04-2024,Apr,2024,Entertainment,642,Into notice necessary true message.,UPI,Expense
17-04-2024,Apr,2024,Travel,1390,Including let result spend.,UPI,Expense
18-04-2024,Apr,2024,Other,3091,One shoulder administration.,UPI,Income
20-04-2024,Apr,2024,Utilities,20,Skill successful and.,UPI,Expense
21-04-2024,Apr,2024,Entertainment,1427,Finish right serious.,UPI,Expense
22-04-2024,Apr,2024,Travel,1682,Space game truth special decision.,UPI,Expense
23-04-2024,Apr,2024,Other,4431,Else pull its adult house.,UPI,Income
25-04-2024,Apr,2024,Health & Fitness,1552,Pretty least if.,UPI,Expense
26-04-2024,Apr,2024,Rent,360,Peace wind guess.,UPI,Expense
26-04-2024,Apr,2024,Travel,1719,Because career course.,UPI,Expense
30-04-2024,Apr,2024,Investment,2656,Teacher decide possible.,UPI,Income
02-05-2024,May,2024,Rent,1458,Success teach mrs beat.,UPI,Expense
03-05-2024,May,2024,Food & Drink,1627,Listen against coach.,UPI,Expense
04-05-2024,May,2024,Entertainment,1814,White likely teacher one.,UPI,Expense
04-05-2024,May,2024,Salary,1311,Notice street anything.,UPI,Expense
05-05-2024,May,2024,Other,2329,Piece require.,UPI,Income
05-05-2024,May,2024,Travel,276,Say other never fact.,UPI,Expense
14-05-2024,May,2024,Rent,800,Main opportunity particularly question.,UPI,Expense
15-05-2024,May,2024,Entertainment,1697,Research month instead.,UPI,Expense
17-05-2024,May,2024,Utilities,1517,As throughout individual list manager.,UPI,Expense
20-05-2024,May,2024,Investment,1967,Recently again explain court.,UPI,Income
22-05-2024,May,2024,Utilities,1474,Discussion detail training fund.,UPI,Expense
23-05-2024,May,2024,Health & Fitness,90,Third rich hospital.,UPI,Expense
25-05-2024,May,2024,Entertainment,135,Somebody son suddenly perform.,UPI,Expense
26-05-2024,May,2024,Food & Drink,1340,Project can.,UPI,Expense
27-05-2024,May,2024,Health & Fitness,782,Paper beyond indeed.,UPI,Expense
27-05-2024,May,2024,Food & Drink,89,Doctor news yourself.,UPI,Expense
31-05-2024,May,2024,Rent,1410,Ground city still.,UPI,Expense
01-06-2024,Jun,2024,Travel,1671,Southern front.,UPI,Expense
02-06-2024,Jun,2024,Utilities,760,Dinner no main year size.,UPI,Expense
02-06-2024,Jun,2024,Rent,1038,Environment character real middle prove.,UPI,Expense
03-06-2024,Jun,2024,Entertainment,1038,Sometimes while sense window.,UPI,Expense
04-06-2024,Jun,2024,Health & Fitness,979,Among black picture that treat.,UPI,Expense
06-06-2024,Jun,2024,Food & Drink,1009,Remain seven marriage.,UPI,Expense
07-06-2024,Jun,2024,Investment,2384,Positive free case.,UPI,Income
09-06-2024,Jun,2024,Other,2232,Wide shoulder according strong.,UPI,Income
10-06-2024,Jun,2024,Investment,3467,Expert commercial entire resource.,UPI,Income
12-06-2024,Jun,2024,Rent,1326,Picture early send morning.,UPI,Expense
13-06-2024,Jun,2024,Health & Fitness,1443,Soon including important.,UPI,Expense
13-06-2024,Jun,2024,Salary,963,Some gun ahead certainly act.,UPI,Expense
14-06-2024,Jun,2024,Shopping,55,Be fire.,UPI,Expense
15-06-2024,Jun,2024,Investment,1603,Article service produce political.,UPI,Income
16-06-2024,Jun,2024,Food & Drink,1783,Within woman.,UPI,Expense
17-06-2024,Jun,2024,Investment,2615,Information though red.,UPI,Income
21-06-2024,Jun,2024,Shopping,1203,Training account evidence month.,UPI,Expense
21-06-2024,Jun,2024,Food & Drink,1758,Land day name small.,UPI,Expense
22-06-2024,Jun,2024,Travel,1895,Thought sit identify culture.,UPI,Expense
23-06-2024,Jun,2024,Salary,1736,Already free.,UPI,Expense
23-06-2024,Jun,2024,Other,1669,Yeah exist behavior necessary miss.,UPI,Income
23-06-2024,Jun,2024,Utilities,1250,Agreement someone.,UPI,Expense
23-06-2024,Jun,2024,Utilities,1451,Strategy fight institution.,UPI,Expense
23-06-2024,Jun,2024,Salary,1197,Rule success.,UPI,Expense
01-07-2024,Jul,2024,Other,3657,Medical buy series walk large.,UPI,Income
05-07-2024,Jul,2024,Investment,2157,Law work.,UPI,Income
06-07-2024,Jul,2024,Shopping,1655,Research visit program suddenly doctor.,UPI,Expense
07-07-2024,Jul,2024,Utilities,957,Project spring of.,UPI,Expense
07-07-2024,Jul,2024,Food & Drink,1757,Mind easy foreign old.,UPI,Expense
07-07-2024,Jul,2024,Rent,195,Better republican stock bank.,UPI,Expense
07-07-2024,Jul,2024,Food & Drink,1795,Thousand live land hard.,UPI,Expense
13-07-2024,Jul,2024,Shopping,1049,Open million house enough.,UPI,Expense
13-07-2024,Jul,2024,Food & Drink,1398,You ready way rule.,UPI,Expense
16-07-2024,Jul,2024,Salary,1581,Certain camera represent.,UPI,Expense
20-07-2024,Jul,2024,Rent,857,Tell brother defense list second.,UPI,Expense
21-07-2024,Jul,2024,Entertainment,1821,Tv budget system book.,UPI,Expense
22-07-2024,Jul,2024,Other,2611,Face mission brother figure hear.,UPI,Income
23-07-2024,Jul,2024,Investment,4780,Agreement central six instead.,UPI,Income
23-07-2024,Jul,2024,Investment,3572,Democratic standard major.,UPI,Income
25-07-2024,Jul,2024,Health & Fitness,824,Give that individual of not.,UPI,Expense
26-07-2024,Jul,2024,Other,2577,Little result paper seven.,UPI,Income
26-07-2024,Jul,2024,Shopping,1134,Seven project chance road.,UPI,Expense
26-07-2024,Jul,2024,Shopping,1512,Professor important do house must.,UPI,Expense
26-07-2024,Jul,2024,Salary,366,Position tend religious.,UPI,Expense
27-07-2024,Jul,2024,Salary,515,Someone religious night buy nice.,UPI,Expense
27-07-2024,Jul,2024,Health & Fitness,1551,My serious whatever miss seek.,UPI,Expense
27-07-2024,Jul,2024,Utilities,1711,Build view.,UPI,Expense
28-07-2024,Jul,2024,Entertainment,899,Ever day.,UPI,Expense
28-07-2024,Jul,2024,Utilities,210,Be move fly open.,UPI,Expense
29-07-2024,Jul,2024,Health & Fitness,1604,Future congress.,UPI,Expense
29-07-2024,Jul,2024,Food & Drink,330,Fish either boy between collection.,UPI,Expense
29-07-2024,Jul,2024,Food & Drink,1611,Eight bed fill.,UPI,Expense
30-07-2024,Jul,2024,Salary,1852,Arrive which consider.,UPI,Expense
30-07-2024,Jul,2024,Rent,534,Hope floor include.,UPI,Expense
01-08-2024,Aug,2024,Food & Drink,1452,Heart still building.,UPI,Expense
02-08-2024,Aug,2024,Shopping,1232,Sell only manage.,UPI,Expense
02-08-2024,Aug,2024,Food & Drink,1892,We especially five network.,UPI,Expense
03-08-2024,Aug,2024,Salary,884,Ahead plant trial affect.,UPI,Expense
03-08-2024,Aug,2024,Travel,398,Push east never size fight.,UPI,Expense
08-08-2024,Aug,2024,Entertainment,1234,Base player data whose.,UPI,Expense
09-08-2024,Aug,2024,Health & Fitness,486,World site mr interest treatment.,UPI,Expense
11-08-2024,Aug,2024,Investment,1211,A let.,UPI,Income
14-08-2024,Aug,2024,Shopping,713,A value lot.,UPI,Expense
14-08-2024,Aug,2024,Entertainment,1040,Yourself successful defense subject.,UPI,Expense
14-08-2024,Aug,2024,Rent,1839,Claim move.,UPI,Expense
15-08-2024,Aug,2024,Health & Fitness,701,Bed recognize store.,UPI,Expense
22-08-2024,Aug,2024,Entertainment,1217,There decision measure.,UPI,Expense
23-08-2024,Aug,2024,Other,538,Play woman remain event.,UPI,Income
25-08-2024,Aug,2024,Shopping,1017,Decision where foreign trial.,UPI,Expense
25-08-2024,Aug,2024,Travel,687,Participant above.,UPI,Expense
25-08-2024,Aug,2024,Other,4906,Including time reflect.,UPI,Income
27-08-2024,Aug,2024,Travel,1391,Ball theory prepare much throughout.,UPI,Expense
27-08-2024,Aug,2024,Salary,1542,Good spend still.,UPI,Expense
28-08-2024,Aug,2024,Salary,1366,Concern should recent across.,UPI,Expense
28-08-2024,Aug,2024,Food & Drink,969,View know develop after.,UPI,Expense
28-08-2024,Aug,2024,Shopping,1271,Course staff personal space.,UPI,Expense
30-08-2024,Aug,2024,Entertainment,1602,Woman whose already.,UPI,Expense
01-09-2024,Sep,2024,Health & Fitness,1038,Decide cultural start how thank.,UPI,Expense
02-09-2024,Sep,2024,Other,2533,Management necessary process not.,UPI,Income
05-09-2024,Sep,2024,Shopping,1351,Assume campaign assume.,UPI,Expense
05-09-2024,Sep,2024,Rent,1114,Talk thing rock ever summer.,UPI,Expense
05-09-2024,Sep,2024,Other,3396,Pass quite third ability interview.,UPI,Income
05-09-2024,Sep,2024,Travel,374,Item yet ever quite.,UPI,Expense
06-09-2024,Sep,2024,Entertainment,1003,Guess service this different.,UPI,Expense
07-09-2024,Sep,2024,Investment,2674,Mother first hot free.,UPI,Income
08-09-2024,Sep,2024,Entertainment,1672,Wrong difficult.,UPI,Expense
10-09-2024,Sep,2024,Health & Fitness,320,True culture.,UPI,Expense
13-09-2024,Sep,2024,Investment,4535,As personal agreement.,UPI,Income
15-09-2024,Sep,2024,Food & Drink,1698,Or phone.,UPI,Expense
16-09-2024,Sep,2024,Health & Fitness,990,East list when.,UPI,Expense
17-09-2024,Sep,2024,Travel,987,Mind door authority outside.,UPI,Expense
17-09-2024,Sep,2024,Travel,802,Personal often.,UPI,Expense
17-09-2024,Sep,2024,Utilities,118,True help.,UPI,Expense
18-09-2024,Sep,2024,Salary,1880,Artist sort area.,UPI,Expense
21-09-2024,Sep,2024,Other,3725,Big argue.,UPI,Income
22-09-2024,Sep,2024,Utilities,920,Sure i pay.,UPI,Expense
23-09-2024,Sep,2024,Other,3085,Ten skin perhaps.,UPI,Income
24-09-2024,Sep,2024,Food & Drink,1351,Less into per big.,UPI,Expense
25-09-2024,Sep,2024,Rent,658,Military onto blue activity.,UPI,Expense
26-09-2024,Sep,2024,Travel,382,Smile cover of pm eight.,UPI,Expense
26-09-2024,Sep,2024,Travel,948,Right know during someone.,UPI,Expense
27-09-2024,Sep,2024,Health & Fitness,376,Find job where.,UPI,Expense
27-09-2024,Sep,2024,Shopping,1404,On must certainly.,UPI,Expense
01-10-2024,Oct,2024,Shopping,566,Owner fact wife.,UPI,Expense
01-10-2024,Oct,2024,Investment,2372,Price certain down standard nice.,UPI,Income
02-10-2024,Oct,2024,Travel,1610,Gas with policy cut.,cash,Expense
02-10-2024,Oct,2024,Shopping,400,Country little reality level.,cash,Expense
03-10-2024,Oct,2024,Utilities,951,Not friend federal forget bit.,cash,Expense
04-10-2024,Oct,2024,Other,4592,Detail about development discover.,cash,Income
04-10-2024,Oct,2024,Other,4486,Lose shoulder spring.,cash,Income
07-10-2024,Oct,2024,Food & Drink,803,Hundred step according.,cash,Expense
08-10-2024,Oct,2024,Food & Drink,439,Group never.,cash,Expense
09-10-2024,Oct,2024,Rent,905,Key place tree.,cash,Expense
10-10-2024,Oct,2024,Health & Fitness,727,Wish current.,cash,Expense
10-10-2024,Oct,2024,Travel,695,Despite energy company.,cash,Expense
11-10-2024,Oct,2024,Health & Fitness,1736,Condition again successful.,cash,Expense
12-10-2024,Oct,2024,Entertainment,1158,Story case.,cash,Expense
15-10-2024,Oct,2024,Utilities,1959,Very figure drive special.,cash,Expense
17-10-2024,Oct,2024,Health & Fitness,1350,With young think there assume.,cash,Expense
17-10-2024,Oct,2024,Salary,1780,Some court her.,cash,Expense
18-10-2024,Oct,2024,Travel,933,Outside with each animal.,cash,Expense
19-10-2024,Oct,2024,Utilities,1285,Take family chance.,cash,Expense
19-10-2024,Oct,2024,Shopping,1266,Picture evidence.,cash,Expense
21-10-2024,Oct,2024,Rent,167,Why though decide bank likely.,cash,Expense
21-10-2024,Oct,2024,Health & Fitness,641,Meet seem population.,cash,Expense
21-10-2024,Oct,2024,Travel,1215,Material less focus hear.,cash,Expense
23-10-2024,Oct,2024,Salary,1564,Listen ok point so.,cash,Expense
24-10-2024,Oct,2024,Salary,834,Detail data tell.,cash,Expense
28-10-2024,Oct,2024,Investment,1524,Fill thousand number.,cash,Income
01-11-2024,Nov,2024,Travel,1881,Nearly care base.,cash,Expense
02-11-2024,Nov,2024,Rent,429,Goal once let perform international.,cash,Expense
03-11-2024,Nov,2024,Rent,137,Important source first him.,cash,Expense
03-11-2024,Nov,2024,Food & Drink,62,Doctor population grow bar.,cash,Expense
11-11-2024,Nov,2024,Rent,217,National back everybody direction budget.,cash,Expense
11-11-2024,Nov,2024,Rent,1313,National free.,cash,Expense
12-11-2024,Nov,2024,Travel,466,Few spring raise.,cash,Expense
13-11-2024,Nov,2024,Salary,1257,Relationship your your.,cash,Expense
13-11-2024,Nov,2024,Investment,734,Across federal state.,cash,Income
13-11-2024,Nov,2024,Other,3164,State serious activity pressure.,cash,Income
13-11-2024,Nov,2024,Salary,1950,Dinner rich decide do.,UPI,Expense
14-11-2024,Nov,2024,Travel,1102,Serious reveal left social fine.,UPI,Expense
14-11-2024,Nov,2024,Investment,4240,Show recently decide last.,UPI,Income
16-11-2024,Nov,2024,Shopping,1052,Hear officer.,UPI,Expense
17-11-2024,Nov,2024,Travel,1819,Wall act special.,UPI,Expense
17-11-2024,Nov,2024,Entertainment,1611,Different international sell several.,UPI,Expense
17-11-2024,Nov,2024,Health & Fitness,830,For age size.,UPI,Expense
17-11-2024,Nov,2024,Investment,500,With yes nothing.,UPI,Income
18-11-2024,Nov,2024,Utilities,694,Woman daughter hospital move.,UPI,Expense
18-11-2024,Nov,2024,Food & Drink,1379,Board notice later thus.,UPI,Expense
19-11-2024,Nov,2024,Salary,606,Bit need allow.,UPI,Expense
20-11-2024,Nov,2024,Travel,1198,Cost attorney.,UPI,Expense
20-11-2024,Nov,2024,Health & Fitness,385,Day fact modern.,UPI,Expense
22-11-2024,Nov,2024,Shopping,796,Happy action.,UPI,Expense
23-11-2024,Nov,2024,Other,3599,Hospital writer can industry.,UPI,Income
24-11-2024,Nov,2024,Rent,850,Western tend candidate day.,UPI,Expense
24-11-2024,Nov,2024,Travel,577,City offer financial data.,UPI,Expense
24-11-2024,Nov,2024,Travel,832,Cut yard knowledge.,UPI,Expense
25-11-2024,Nov,2024,Utilities,282,Space moment travel these least.,UPI,Expense
25-11-2024,Nov,2024,Other,4209,Say explain.,UPI,Income
25-11-2024,Nov,2024,Salary,384,Red republican father party.,UPI,Expense
26-11-2024,Nov,2024,Investment,4882,Eat tonight run leader.,UPI,Income
29-11-2024,Nov,2024,Investment,2811,Believe recognize analysis those citizen.,UPI,Income
30-11-2024,Nov,2024,Salary,1457,Project at risk.,UPI,Expense
02-12-2024,Dec,2024,Utilities,39,In seven building hard.,UPI,Expense
05-12-2024,Dec,2024,Shopping,630,Short for late education.,UPI,Expense
06-12-2024,Dec,2024,Health & Fitness,933,Left available.,UPI,Expense
09-12-2024,Dec,2024,Health & Fitness,170,Gas human create also.,UPI,Expense
11-12-2024,Dec,2024,Utilities,122,Remember carry.,UPI,Expense
12-12-2024,Dec,2024,Rent,1091,Leave bar prevent require.,UPI,Expense
12-12-2024,Dec,2024,Other,3625,Likely evidence claim.,UPI,Income
15-12-2024,Dec,2024,Rent,1949,Beyond family movement hospital back.,UPI,Expense
